transcript_id	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0310066	1182.96	793.38	1271.15	4177.44	1414.29	914.97
FBtr0310067	0	0	0	110.23	0	0
FBtr0310068	1134.87	213.69	469.51	802.1	284.84	90.81
FBtr0310069	0	0	0	0	9.12	0
FBtr0310070	27.34	0	0	81.24	0	0
FBtr0310071	0	0	0	0	0	0
FBtr0310072	0.03	0	0	463.95	0	0
FBtr0310074	188.85	80.94	104.31	176.89	67.15	65.69
FBtr0310075	518.91	66.54	260.72	453.51	127.07	226.81
FBtr0310076	0	0	0	8.6	0	5.85
FBtr0310077	0	0	0	46	0	0
FBtr0310078	439.8	49.92	44.65	201.53	23.03	14.02
FBtr0310079	16773	4789	5979	12462	6321	5161
FBtr0310080	0	0	0	0	0	0
FBtr0310081	13	0	0	0	0	0
FBtr0310082	507.72	135.38	200.47	531.1	179.85	194.51
FBtr0310083	1.61	1.48	0	1.6	0	1.48
FBtr0310086	0	0	0	0	0	0
FBtr0310087	0	6.73	0	10.61	0	7.25
FBtr0310088	0	0	0	0	0	0
FBtr0310089	0	0	0	1	0	0
FBtr0310091	53	4	2	21	2	0
FBtr0310092	36	1	1	6	1	0
FBtr0310093	0	0	0	0	0	0
FBtr0310094	0	0	0	0	0	0
FBtr0310095	21.76	37.25	19.84	11.91	28.92	0
FBtr0310096	51.52	14.75	21.56	144.92	0	31.34
FBtr0310097	0	0	0	0	0	0
FBtr0310098	18.33	4.34	3.85	0	7.26	2.38
FBtr0310110	0.94	0	0	1.01	0	0
FBtr0310114	0	0	0	1	0	0
FBtr0310115	646	155	187	484	153	160
FBtr0310136	0	9.93	0	0	0	0
FBtr0310137	0	0	0	0	0	0
FBtr0310138	0	0	0	0	0	0
FBtr0310139	0	0	0	0	0	0
FBtr0310140	0	26.08	0	0	0	0
FBtr0310141	20.11	0	0	12.78	0	0
FBtr0310142	59.2	11.81	32.31	80.94	35.21	2.95
FBtr0310143	111.09	70.97	136.5	146.34	127.68	75.57
FBtr0310144	87.58	0	0	81.65	30.58	0
FBtr0310145	0	0	0	0	0	0
FBtr0310146	46.58	86.9	203.13	269.06	123.39	157.98
FBtr0310147	23.07	16.48	35.19	58.19	0	23.14
FBtr0310148	45.7	0	11.75	16.5	0	0
FBtr0310149	726.23	220	333	745	267	252
FBtr0310150	0	0	0	0	0	0
FBtr0310151	33.51	7.18	34.13	0	0	53.3
FBtr0310152	28.79	0	9.22	21.7	0	0
FBtr0310153	99.04	36.72	59.95	108.93	51.99	0
FBtr0310154	21.96	0	0	0	4.86	5.43
FBtr0310155	126.19	32.1	27.71	129.96	36.15	9.43
FBtr0310156	4	1	0	4	2	2
FBtr0310157	0	0	0	0	0	0
FBtr0310159	46.86	7.52	19.96	79.58	18.1	0
FBtr0310160	314.03	114.06	175.15	279.29	85.21	106.06
FBtr0310161	24.36	5.97	5.92	12.24	5.93	5.81
FBtr0310162	79.32	13.61	26.9	71.73	0	22.27
FBtr0310165	0	0	0	0	0	0
FBtr0310202	0	0	0	0	0	0
FBtr0310203	0	1.3	0	0	0	0
FBtr0310204	0	0	3	0	0	0
FBtr0310205	350.51	115.23	124.9	320.46	97.06	111.28
FBtr0310266	719.25	392.93	679.01	371.87	247.27	294.87
FBtr0310267	92.94	59.71	102.95	141.73	59.01	59.1
FBtr0310268	6701.77	1557	2100.36	8261.52	2302.66	2229.65
FBtr0310269	0	0	0	0	0	0
FBtr0310270	420.74	520.39	1023.43	293.34	454.91	623.25
FBtr0310272	20.88	11.13	18.42	27.07	10.65	0
FBtr0310273	0	0	0	0	0	0
FBtr0310274	714.55	524.46	725.39	760.27	384.02	507.38
FBtr0310275	0	2.52	0	10.77	0	0
FBtr0310276	118.18	35.69	63.63	142.63	75.21	62.58
FBtr0310277	33.33	0	9.94	0	0	0
FBtr0310278	3	0	1	0	1	1
FBtr0310279	0	0	0	0	0	0
FBtr0310280	0	0	0	0	0	0
FBtr0310281	0	0	0	0	0	0
FBtr0310282	0	0	0	0	0	0
FBtr0310283	0	0	0	0	64.03	0
FBtr0310285	0	0	0	0	0	0
FBtr0310286	0	0	0	2.58	0	0
FBtr0310287	66.18	4.62	27.56	69.47	25.9	16.57
FBtr0310288	0	0	0	0	0	0
FBtr0310289	35.35	0	36.02	69.32	0	0
FBtr0310290	7.89	0	0	5.69	0	0
FBtr0310291	0	92.07	0	0	0	0
FBtr0310292	309.8	89.08	74.73	277.77	32.61	30.19
FBtr0310293	353.98	181.11	239.74	45.39	355.03	360.64
FBtr0310295	367.06	25.84	0	59.16	0	0
FBtr0310296	0	0	102.66	345.13	167.83	0.01
FBtr0310297	3	0	1	3	0	1
FBtr0310300	0	0	0	0	0	0
FBtr0310301	8.65	0	0	0	0	0
FBtr0310302	11.34	0	2.54	7.78	0	0
FBtr0310303	0	5	2.46	9.22	6	6
FBtr0310304	48.39	10.38	13.98	40.35	0	20.25
FBtr0310306	337.96	27.15	0	327.31	0	79.09
FBtr0310307	154.24	33	14.93	80.31	80.71	25.21
FBtr0310308	148.88	0	26.32	104.08	0	16.09
FBtr0310310	395.78	252.66	194.85	489.99	97.85	109.88
FBtr0310311	260.69	97.7	139.88	392.5	247.33	125
FBtr0310312	186.26	0	35.04	0	0	0
FBtr0310313	939.07	355.78	369.19	2554.06	507.99	384.36
FBtr0310314	600.86	0	0	44.55	0	0
FBtr0310315	0	0	0	0	0	0
FBtr0310316	127.65	83.66	99.31	433.76	102.53	140.29
FBtr0310317	98.56	41.04	0	82.47	17.78	13.01
FBtr0310319	0	0	3.45	0	0	0
FBtr0310321	2	1	1	4	1	1
FBtr0310322	0	0	0	0	0	0
FBtr0310323	4315	1317	1383	5574	1731	1379
FBtr0310325	0	10	0	8.98	9.31	0
FBtr0310326	9.29	2.07	10	18	2.06	0
FBtr0310327	0	0	0	0	0.02	103.43
FBtr0310328	0	2	0	6	0	2
FBtr0310329	4	0	1	0	0	0
FBtr0310330	0	0	0	0	1	0
FBtr0310331	0	0	0	4.67	0	0
FBtr0310332	0	0	0	0	0	0
FBtr0310333	0	17	0	34.03	16	17
FBtr0310334	0	0	0	0	0	0
FBtr0310335	2.9	0	0	15.89	0	0
FBtr0310336	29.78	0	0	12.08	28.4	0
FBtr0310337	332.27	186.22	193.15	337.12	135.96	83.78
FBtr0310338	564.03	331.8	513.89	1229	624.54	511.24
FBtr0310339	667.03	43.76	74.25	392.9	78.01	61.2
FBtr0310340	18.59	63.66	63.69	0	0	0
FBtr0310341	19.24	14.45	0	16.52	0	0
FBtr0310343	0	0	0	1	0	0
FBtr0310344	21.61	0	0	15.78	0	0
FBtr0310345	0	0	0	1	0	0
FBtr0310346	0	0	0	0	0	0
FBtr0310358	0	0	0	0	1	0
FBtr0310365	572.1	0	67.96	174.81	81.72	40.04
FBtr0310369	5.79	0	0	13.04	4.19	0
FBtr0310370	52.28	43.48	32.31	24.56	35.08	40.85
FBtr0310371	0	3.85	0	0	0	0
FBtr0310379	44.92	12.3	13.43	40.75	18.73	14.54
FBtr0310380	0	0	0	0	0	0
FBtr0310381	0	0	0	0	0	10.37
FBtr0310382	0	0	0	0	0	0
FBtr0310383	28.63	7.99	14.38	32.37	19.94	22.06
FBtr0310384	335.45	135.71	172.19	369.88	143.33	116.04
FBtr0310385	358.77	151.53	193.8	333.04	124.02	128.83
FBtr0310386	4588.16	1892.99	2667.35	5021.94	1788.64	1928.17
FBtr0310387	15.48	0	14.84	17.6	0	0
FBtr0310388	0	0	0	0	0	0
FBtr0310389	0	0	0	0	0	0
FBtr0310390	0	0	0	0	0	0
FBtr0310391	65	8	20	78	24	25
FBtr0310392	239	73	81	229	79	42
FBtr0310393	1	1	0	2	0	1
FBtr0310394	86	29	44	93	41	43
FBtr0310395	3	0	3	11	4	3
FBtr0310402	73.94	41.85	59.5	91.65	67.03	44.14
FBtr0310411	33.03	0	0	48.03	0	0
FBtr0310412	20	10	4	20	7	7
FBtr0310413	1	0	0	0	0	0
FBtr0310414	0	0	0	0	0	0
FBtr0310415	76.35	25.58	22.61	122.48	25.98	25.83
FBtr0310416	16.78	0	0	16.96	0	0
FBtr0310419	131.89	87.23	152.61	205.53	153.9	96.21
FBtr0310420	1694.36	599.18	726.92	2038.1	636.21	638.31
FBtr0310421	0	0	0	0	0	0
FBtr0310422	752.44	223.85	324.49	372.69	154.58	106.64
FBtr0310423	2647.1	454.47	383.89	2040.74	322.01	247.14
FBtr0310424	24.73	0	5.2	14.98	9.5	0
FBtr0310425	196.66	243.41	287.14	272.54	263.11	431.05
FBtr0310426	1259.51	129.86	0	1380.33	534.58	419.33
FBtr0310427	1760.39	327.15	703.42	1841.14	0	0.32
FBtr0310428	0	0	0	0	0	0
FBtr0310429	0	0	0	1.74	0	0
FBtr0310430	206.67	78.16	103.61	226.58	71.79	76.65
FBtr0310431	1	0	0	1	0	0
FBtr0310432	805.18	80.92	23.55	557.61	70.4	57.45
FBtr0310433	990.99	93.13	131.85	1047.67	139.33	100.21
FBtr0310434	0	66.83	73.2	174.09	67.52	46.1
FBtr0310435	90.17	39.89	42.9	46.48	0	0
FBtr0310436	171.77	54.11	19.41	263.92	93.36	47.28
FBtr0310437	0	0	0	0	0	0
FBtr0310438	96.96	0	29.66	515.93	85	92.43
FBtr0310439	0	0	0	120.3	0	0
FBtr0310440	3321.9	1823	2300.04	4952.19	2221.28	1757.96
FBtr0310441	115.87	72	92.91	107.2	33.67	37.45
FBtr0310443	10.92	0	2.25	0	2.3	4.57
FBtr0310444	295.36	115.99	166.53	348.5	113.85	100.62
FBtr0310445	0	0	100.18	0	0	0
FBtr0310446	91.61	17.37	7.92	62.98	26.21	14.24
FBtr0310447	0	0	12.25	0	0	11.18
FBtr0310448	270.9	0	0	0	0	0.02
FBtr0310449	452.69	0	111.64	369.99	4.95	63.84
FBtr0310450	0	42.51	0	133.73	147.48	91.15
FBtr0310451	369.11	45.82	134.49	416.32	169.73	125.03
FBtr0310452	0	0	0	0	0	0
FBtr0310455	0	0	0	0	0	0
FBtr0310456	0	0	0	0	0	0
FBtr0310457	0	1	0	0	0	0
FBtr0310458	0	0	0	0	0	0
FBtr0310459	0	0	1	0	0	1
FBtr0310460	0	0	0	0	0	0
FBtr0310461	0	0	0	0	0	0
FBtr0310462	0	0	0	0	0	0
FBtr0310464	194.72	40.42	48.03	193.95	28.48	37.65
FBtr0310465	46.34	36.2	65.1	141.17	67.19	52.79
FBtr0310466	96.52	0	35	161.31	0	29
FBtr0310467	1	0	1	0	0	1
FBtr0310468	0	0	0	0	0	0
FBtr0310471	1	0	0	0	0	0
FBtr0310472	0	0	0	0	0	0
FBtr0310473	0	0	0	0	0	0
FBtr0310475	58.69	0	11.97	91	18.31	29.67
FBtr0310476	35.38	27.66	28.12	145.91	83.76	22.8
FBtr0310477	0	0	0	0	0	0
FBtr0310482	255.31	79.68	89.56	114.32	54.6	91.44
FBtr0310483	1962	738.17	1055.35	2444	826.27	855.7
FBtr0310487	142.41	157.75	228.06	162.19	126.97	129.49
FBtr0310489	3	0	1	1	0	0
FBtr0310490	1	0	0	0	0	0
FBtr0310491	10.59	4	4	0	0	5
FBtr0310492	0	0	0	5.27	0	0
FBtr0310493	0	0	0	0	0	0
FBtr0310494	0.02	0	0	9.37	0.02	0
FBtr0310495	0	0	0	0	0	0
FBtr0310497	23	2	5	13	1	2
FBtr0310498	50.98	116.2	83.15	183.97	164.93	101.26
FBtr0310499	400.83	116.08	134.74	743.47	177.84	178.01
FBtr0310500	30.61	0	0	25.14	0	0
FBtr0310501	224.39	86	125	311.92	92	91.15
FBtr0310502	10.43	6.37	4.88	7.76	0	9.31
FBtr0310503	25.08	36.78	13.46	0	16.91	0
FBtr0310506	10.67	1.12	2.83	10.94	0	1.57
FBtr0310518	0	0	0	0	0	0
FBtr0310519	207.51	12.25	0	37.5	0	0
FBtr0310520	68.29	6.45	24.69	25.51	50.37	43.09
FBtr0310521	6.25	0	3	6.24	0	2
FBtr0310523	37	5	2	31	3	0
FBtr0310524	215.85	0	121.99	233.73	31.86	34.73
FBtr0310525	97.87	4.89	14.75	112.84	23.88	4.16
FBtr0310527	44.42	0	0	0	10	0
FBtr0310531	27.42	0	6.78	10.18	10.97	0
FBtr0310532	0	0	0	0	0	0
FBtr0310533	24.44	26.18	11.44	14.31	31.06	0
FBtr0310534	439.04	141.97	292.56	370.57	190.94	213.23
FBtr0310535	0	0	0	0	0	0
FBtr0310536	36.47	38.05	36.69	74.28	16.85	8.41
FBtr0310537	340.76	98.79	122.02	575.5	132.55	126.05
FBtr0310539	428.74	27.7	27	101.65	34.09	16.39
FBtr0310540	869.86	232.37	319.46	985.65	349.83	256.17
FBtr0310541	467.01	81.4	72.25	428.29	46.16	81.43
FBtr0310542	1829.32	190.54	195.71	978.32	152.47	164.93
FBtr0310543	341.08	0	453.73	235.44	89.93	0
FBtr0310544	0	1	0	1	0	0
FBtr0310545	1	0	0	0	0	0
FBtr0310547	111.69	36	34.85	113.74	26.69	26.58
FBtr0310548	0	0	0	1	0	0
FBtr0310550	1413.08	534.09	848.97	1033.67	535.96	417.99
FBtr0310551	952.65	367.07	591.41	619.22	350.25	308.69
FBtr0310552	63.31	7.33	26.82	17.18	13.7	0
FBtr0310553	28.67	0	53.76	36.58	0	16.02
FBtr0310554	9496.95	2515.73	3327.88	10601.06	2824.26	2584.84
FBtr0310555	1702.82	750.13	1154.24	1477.86	561.81	681.36
FBtr0310556	5	1	1	15	3	3
FBtr0310558	137.29	64.63	96.59	388.07	107.79	96.24
FBtr0310559	178.64	12.37	14.81	141.21	27.21	29.76
FBtr0310560	17.15	0	3.6	7.76	0	0
FBtr0310561	8.92	0	0	1.96	0	2
FBtr0310562	0	0	0	0	0	0
FBtr0310563	0	0	0	0	0	1
FBtr0310564	0	0	0	0	0	0
FBtr0310565	0	0	0	0	0	0
FBtr0310566	0	0	0	0	0	0
FBtr0310567	0	0	0	2	0	0
FBtr0310568	3	0	2	0	1	0
FBtr0310569	0	0	0	0	0	0
FBtr0310575	0	1	1	4	1	0
FBtr0310576	239.99	0	28.88	158.52	74.65	32.1
FBtr0310577	0	0	0	0	0	0
FBtr0310579	0	0	0	0	0	0
FBtr0310581	177.11	376.87	430.07	207.36	367.81	385.28
FBtr0310582	81.09	0	29.56	0	8.23	22.71
FBtr0310610	37.27	22	0	29.92	23	17
FBtr0310611	23.24	9.2	6.09	0	0	0
FBtr0310612	1	0	0	0	0	0
FBtr0310613	0	0	0	0	0	0
FBtr0310614	0	0	0	0	0	0
FBtr0310615	0	0	0	0	0	0
FBtr0310618	35.03	2.09	0	6.23	6.1	3.88
FBtr0310619	0	66.28	157.99	132.59	0	0
FBtr0310621	42.27	2.06	45.72	0	18.12	0
FBtr0310623	0	0	2.95	4.29	2.37	1.42
FBtr0310624	0	0	0	0	0	0
FBtr0310625	0	0	31.78	114.33	0	0
FBtr0310626	0	0	0	0	0	0
FBtr0310627	0	0	0	0	0	0
FBtr0310629	0	0	0	0	0	0
FBtr0310630	0	0	16.35	0	0	35.54
FBtr0310632	889.69	74.65	137.39	792.31	68.74	80.51
FBtr0310633	0	0	0	0	0	0
FBtr0310634	0	0	129	0	0	0
FBtr0310635	0	0	0	6.03	0	0
FBtr0310636	91.64	37.56	50.12	0	0	15.09
FBtr0310637	0	0	0	615.38	466.63	370.09
FBtr0310638	19.51	17.23	0	20.19	2.95	0
FBtr0310639	0	0	4.2	17.18	0	0
FBtr0310640	54.82	0	0	31.74	4.05	6.3
FBtr0310641	157.42	40.35	23.66	119.55	79.56	44.66
FBtr0310642	109.9	27.49	64.24	85.32	35.58	50.16
FBtr0310643	291.28	41.09	85.87	82	0	0
FBtr0310644	238	97.94	159.08	303.86	129.99	144.68
FBtr0310645	85.38	10.18	53.86	71.05	45.4	50.22
FBtr0310646	127.48	26.41	21.96	114.45	12.91	18.89
FBtr0310647	777.52	139.9	119.47	2709.07	1110.21	791.97
FBtr0310648	0	0	15.62	90.16	23.15	0
FBtr0310649	30.97	0	113.87	43.02	0	56.73
FBtr0310651	1575.42	98.25	0	243.91	0	0
FBtr0310652	0	0	23.23	0	0	0
FBtr0310653	36.51	3.11	15.66	193.4	115.24	90.21
FBtr0310654	0	149.74	0	0	0	89.44
FBtr0310655	13.32	0	0	0	0	6.93
FBtr0310656	10	1	1	0	0	0
FBtr0310657	9.66	0	0	22.35	0	0
FBtr0310658	162.55	72.34	92.09	0	37.57	113.06
FBtr0310659	8.9	0	0	490.25	0	0
FBtr0310660	0	0	0	230.8	89.94	115.95
FBtr0310661	150.43	273.51	583.36	2748.56	723.16	806.41
FBtr0310662	107.54	0	45.31	66.16	10.21	41.39
FBtr0310663	0	0	0	0	0	0
FBtr0310665	31.83	12.83	45.53	63.87	66.71	13.63
FBtr0310666	597.79	92.07	250.14	676.47	157.94	156.3
FBtr0310667	1483.67	609.46	613.65	2348.12	531.19	633.79
FBtr0310668	74.23	62.79	53.34	15.05	0	17.14
FBtr0310669	90.27	31.44	65.24	15.87	0	10.56
FBtr0310670	79.3	19.73	47.25	344.34	59.5	60.08
FBtr0310671	96.52	11.99	47.51	270.37	40.35	29.87
FBtr0310672	505.67	55.57	155.96	974.56	86.57	127.65
FBtr0310673	166.92	61.26	95.57	0	0	0
FBtr0310674	0	0	0	0	0	0
FBtr0310675	0	0	0	0	0	0
FBtr0310676	893.58	235.39	292.33	541.98	354.28	333.58
FBtr0321255	0	25.18	24.25	0	0	12.9
FBtr0321256	0	0	0	0	0	0
FBtr0321257	0	0	0	0	0	0
FBtr0321258	0	0	0	0	0	0
FBtr0321259	85.87	27.43	54.68	85.84	27.37	27.44
FBtr0321260	0	3.08	11.5	0	0	0
FBtr0321261	269.56	89.74	142.81	458.4	130.99	117.68
FBtr0321262	0	0	0	8.12	0	0
FBtr0321263	172.48	48.03	60.03	120.32	73.64	70.15
FBtr0321264	5.73	0	0	0	0	0
FBtr0321265	18.34	0	0	0	0	0
FBtr0321266	0	0	0	127.89	0	0
FBtr0321267	489.11	148.6	220.52	531.66	160.03	136.87
FBtr0321268	0	1	0	0	0	0
FBtr0321270	0	0	0	0	0	0
FBtr0321271	1.19	0	0	0	0	0
FBtr0321272	0	0	0	0	0	0
FBtr0321274	0	0	0	0	0	0
FBtr0321275	1	1	0	2	0	0
FBtr0321281	0	0	36.22	64.87	7.79	19.8
FBtr0321282	35.77	0	0	0	0	0
FBtr0321283	75.17	26.29	28.05	110.99	29.77	47.28
FBtr0321284	1642.39	307.12	478.96	1828	473	376
FBtr0321285	866.93	230.7	262.43	1357.86	454.73	335.43
FBtr0321286	19.61	0	13.11	22.47	0	12.9
FBtr0321291	38.45	11	12.54	86.62	31	25.6
FBtr0321292	1	0	0	1	1	0
FBtr0321293	54.47	10.19	0	36.32	0	10.79
FBtr0321298	0	0	0	0	0	0
FBtr0321302	0	0	0	0	0	0
FBtr0321303	0	0	0	0	0	0
FBtr0321304	0	0	0	4	0	0
FBtr0321305	2	0	0	0	1	0
FBtr0321306	0	0	0	0	0	0
FBtr0321307	0	0	0	0	0	0
FBtr0321308	0	0	0	0	0	0
FBtr0321309	0	0	1	0	0	0
FBtr0321311	3	2	1	2	1	3
FBtr0321312	0	0	0	0	0	0
FBtr0321313	277.62	45.8	62.41	301.73	269.17	0
FBtr0321315	0	0	0	0	0	0
FBtr0321316	0	0	0	0	0	0
FBtr0321317	0	0	0	0	0	0
FBtr0321318	0	0	15.08	0	0	0
FBtr0321319	729.71	242.66	415.72	882.61	561.11	555.54
FBtr0321320	55.74	48.92	27.12	68.55	27.8	41.07
FBtr0321321	43.03	17.92	34.16	148.95	45.67	65.63
FBtr0321324	3.86	2.67	0	7.66	2.69	5.8
FBtr0329824	0	0	0.17	0	0	0
FBtr0329825	130.36	11.5	12.11	0.01	32.42	11.34
FBtr0329827	0	0	0	0	0	0
FBtr0329828	8	0	3	5	0	0
FBtr0329829	197.31	0	0	80.17	11.31	0
FBtr0329832	1195.62	198.72	175.61	2988.29	0	189.85
FBtr0329838	0	0	0	11.36	10.77	0
FBtr0329839	109.46	0	0	182.68	32.87	52.61
FBtr0329840	0	0	0	0	0	0
FBtr0329842	0	0	0	0	0	0
FBtr0329843	0	15.87	0	0	0	0
FBtr0329844	265.06	146.11	188.82	291.77	172.46	136.14
FBtr0329845	0	0	0	0	0	0
FBtr0329846	0	0	0	0	0	0
FBtr0329849	0	0	2.19	11.21	2.2	0
FBtr0329850	0	0	0	0	0	0
FBtr0329851	26.35	1.61	23.71	0	11.25	8.75
FBtr0329856	0	0	0	0	0	0
FBtr0329857	0.5	0	1	0	0	0
FBtr0329858	0	0	0	0	0	0
FBtr0329859	0.5	0	1	0	0	0
FBtr0329860	472.52	199.56	351	346.22	206	214
FBtr0329862	909.74	375	512	684.51	231	288
FBtr0329863	139.72	20.41	40.55	307.96	29.43	40.38
FBtr0329864	161.02	48.72	32.11	56.25	32.81	44.51
FBtr0329867	0	1.67	0	0	0	0
FBtr0329868	0	0	0	4.6	0	0
FBtr0329869	0	0	0	0	0	0
FBtr0329872	0	0	0	0	0	0
FBtr0329876	136.93	83.8	59.12	200.93	123.31	95.71
FBtr0329878	0	0	0	0	0	0
FBtr0329879	259.22	121.78	120.69	68.51	58.92	45.45
FBtr0329880	822.38	66.11	102.85	584.45	110.88	103.2
FBtr0329881	13	4	8	8	0	5
FBtr0329882	2	0	1	3	0	0
FBtr0329883	274.5	90	148.5	337	107.5	115
FBtr0329884	16.82	12.66	9.67	27.84	3.03	8.3
FBtr0329885	0	0	0	0	0	0
FBtr0329887	159.05	107.06	44.8	187.45	108.92	79.74
FBtr0329888	597.92	168.4	247.07	608.4	176.81	94.99
FBtr0329889	0	0	0	0	0	0.3
FBtr0329890	0	0	0	28.92	0	0
FBtr0329891	0.5	0	0	0	0	0.5
FBtr0329892	851	43.33	18.64	371.37	40.84	45.35
FBtr0329893	87.25	123.42	196.04	458.82	146.58	128.22
FBtr0329894	7.12	2	4.5	12.22	0	2
FBtr0329895	650.91	265.88	342.15	987.47	520.2	526.45
FBtr0329896	0	0	0	0	0	0
FBtr0329897	0	7.96	0	1.47	29.95	10.6
FBtr0329898	15.01	0	5.28	0	23.14	0
FBtr0329899	3.19	0	7.25	8.25	0	0
FBtr0329900	0	8.71	0	19.16	11.27	0
FBtr0329901	12.85	0	0	16.24	6.24	0
FBtr0329902	29.21	0	16.85	31.25	5.28	0
FBtr0329903	3.98	4.49	2.15	8.03	0	2.24
FBtr0329904	0	0	0	0	0	0
FBtr0329905	90.05	34.79	36.26	78.02	42.36	40.7
FBtr0329906	870.19	183.32	248.67	1275.97	385	303.54
FBtr0329907	22.18	3.04	3.19	5.43	0	0
FBtr0329908	0	0	0	0	0	0
FBtr0329909	18.92	4.63	0	27.82	9.18	6.19
FBtr0329910	2.27	0	0	0	0	0
FBtr0329911	342.32	109.73	84.84	439.27	152.92	119.81
FBtr0329912	0	0	0	0	0	0
FBtr0329913	0	0	0	0	0	0
FBtr0329914	0	0	0	0	2.76	0
FBtr0329915	0	0	0	0	0	0
FBtr0329916	0	0	0	0	0	0
FBtr0329919	123.56	4.34	10.32	11.28	17.62	5.02
FBtr0329920	426.69	34.01	33.4	381.46	61.84	25.49
FBtr0329921	15.14	4.42	4.37	10.08	4.36	8.84
FBtr0329922	46	15	24	41	13	11
FBtr0329924	542.5	227	332	306.5	123	139.5
FBtr0329925	167.51	13.4	20.05	41.86	13.38	46.98
FBtr0329926	5	0	0	1	0	1
FBtr0329927	44.71	0	0	39.86	0	0
FBtr0329928	643.21	214.5	312	612.92	271	224.5
FBtr0329930	53.17	70.38	191.9	185.36	97.24	37.61
FBtr0329931	0	7.65	0	0	0	14.74
FBtr0329932	0	0	0	0	0	0
FBtr0329933	355.34	0.11	0	116.12	45.77	34.85
FBtr0329934	0	0	0	0.2	0	0
FBtr0329935	91	34.5	46.5	72.4	24	26
FBtr0329936	0	0	0	3.6	0	0
FBtr0329937	0	1	0	0	0	0
FBtr0329938	0	0	0	0	0	0
FBtr0329939	1369.97	516.1	674.83	1568.84	563.87	501.71
FBtr0329940	0	0	0	0	0	0
FBtr0329941	1078.72	108.37	110.38	697.4	97.11	87.46
FBtr0329942	546.65	182.73	300.69	939.07	221.55	118.12
FBtr0329943	501.84	337.68	429.3	663.28	541.55	455.47
FBtr0329944	163.16	0	57.14	58	0	52.17
FBtr0329945	217.37	52.47	30.86	326.95	76.85	47.41
FBtr0329946	202.5	73.5	119	248	71	79
FBtr0329947	1.5	1.5	2	7	2	3
FBtr0329948	93.22	28.37	31.35	42.95	22.03	18.96
FBtr0329949	0	0	17.13	0	0	0
FBtr0329950	1249.31	226.68	146.19	377.46	212.36	186.98
FBtr0329951	573.15	247	327	493.15	204.5	200.5
FBtr0329952	321.15	124.15	143.52	346.39	108.75	115.75
FBtr0329953	282.53	114.59	166.41	307.84	165.29	151.71
FBtr0329954	0	0	0	0	0	0
FBtr0329955	266.9	41.63	148.19	802.33	431.34	457.37
FBtr0329956	60.93	3.98	8.54	29	19.8	7.73
FBtr0329957	266.9	41.63	148.19	802.33	431.34	457.37
FBtr0329958	829.5	360.5	519	1021	482	481
FBtr0329963	836.84	338.9	292.49	599.87	361.53	307.87
FBtr0329964	1224.86	110.78	82.94	427.13	55.33	48.49
FBtr0329965	2202.57	1061.61	1397.03	3029.44	1149.34	1092.75
FBtr0329966	3.5	1.5	5	1.5	1	3.5
FBtr0329967	0	0	0	0	0	5.92
FBtr0329968	20.4	0	0	0	0	6.63
FBtr0329969	4728.47	315.34	403.54	8337.88	748.21	809.49
FBtr0329970	9	0	2.98	3.15	0	0
FBtr0329971	1324.72	496.19	621.95	1478.49	547.63	509.17
FBtr0329972	241.9	66.62	109.94	384.84	111.73	7.13
FBtr0329973	0	0	0	0	0	0
FBtr0329974	954.52	574.85	936.09	1381.85	1538.6	1156.39
FBtr0329975	0	0	0	0	0	0
FBtr0329976	338.78	21.75	58.33	180.74	88.07	85.76
FBtr0329977	175.93	142.99	68.47	70.05	39.93	33.18
FBtr0329978	0	0	0	0	0	0
FBtr0329979	0	0	0	0	0	0
FBtr0329980	0	0	0	0	0	0
FBtr0329981	29.88	6.94	24.19	78.35	20.76	17.38
FBtr0329982	0	0	0	0	0	0
FBtr0329983	502.7	111	187.89	500.53	118.11	162.94
FBtr0329984	15.9	7.5	11	13.79	6.5	7.5
FBtr0329985	888.5	343	436.5	619.09	286.5	219.5
FBtr0329986	1064.8	405.16	573.86	1185.39	479.47	441.96
FBtr0329987	2.5	0	2	2.5	0	0
FBtr0329988	2.5	0	2	2.5	0	0
FBtr0329989	185.78	42.62	28.22	154.65	28.27	0
FBtr0329990	69.09	5.23	33.84	52.82	13.01	7.86
FBtr0329991	0	0	0	0	0	0
FBtr0329992	0	0	0	0	0	0
FBtr0329993	269.23	104.79	145.5	340.2	105.31	123.5
FBtr0329994	445.34	140.57	210.08	491.37	136.34	115.9
FBtr0329995	20	0	8.52	0	0	8.63
FBtr0329997	2636.42	697.37	1009.02	5462.45	1252.22	1128.68
FBtr0329998	1513.59	161.46	107.45	546.59	245.78	107.67
FBtr0329999	332.08	55.7	77.74	188.87	86.03	41.84
FBtr0330000	226.96	122.15	138.13	299.07	102.98	119.08
FBtr0330001	2.83	2.52	2.73	2.83	0	0
FBtr0330002	8	2	3.5	11	3	4
FBtr0330003	303.29	75.66	209.69	252.48	86.77	76.29
FBtr0330004	0	0	0	0	0	0
FBtr0330005	8.83	0	3	0	3.04	5.29
FBtr0330006	0	0	0	0	0	0
FBtr0330007	0	0	0	0	0	2.41
FBtr0330009	6.06	0	0	1	0	0
FBtr0330010	0	2	0	3.56	2	0
FBtr0330011	11.43	0	0	11.43	0	0
FBtr0330012	0	0	0	0	0	0
FBtr0330013	0	0	0	0	0	0
